,quad_id,lat,lat2,lon,lon2,geometry
2252,2253,40.740037,40.745037,-74.03718199999999,-74.03218199999999,"POLYGON ((-74.03218199999999 40.740037, -74.03218199999999 40.745037, -74.03718199999999 40.745037, -74.03718199999999 40.740037, -74.03218199999999 40.740037))"
2253,2254,40.740037,40.745037,-74.03218199999999,-74.027182,"POLYGON ((-74.027182 40.740037, -74.027182 40.745037, -74.03218199999999 40.745037, -74.03218199999999 40.740037, -74.027182 40.740037))"
2254,2255,40.740037,40.745037,-74.027182,-74.02218199999999,"POLYGON ((-74.02218199999999 40.740037, -74.02218199999999 40.745037, -74.027182 40.745037, -74.027182 40.740037, -74.02218199999999 40.740037))"
2255,2256,40.740037,40.745037,-74.02218199999999,-74.01718199999999,"POLYGON ((-74.01718199999999 40.740037, -74.01718199999999 40.745037, -74.02218199999999 40.745037, -74.02218199999999 40.740037, -74.01718199999999 40.740037))"
2256,2257,40.740037,40.745037,-74.01718199999999,-74.012182,"POLYGON ((-74.012182 40.740037, -74.012182 40.745037, -74.01718199999999 40.745037, -74.01718199999999 40.740037, -74.012182 40.740037))"
2257,2258,40.740037,40.745037,-74.012182,-74.00718199999999,"POLYGON ((-74.00718199999999 40.740037, -74.00718199999999 40.745037, -74.012182 40.745037, -74.012182 40.740037, -74.00718199999999 40.740037))"
2258,2259,40.740037,40.745037,-74.00718199999999,-74.00218199999999,"POLYGON ((-74.00218199999999 40.740037, -74.00218199999999 40.745037, -74.00718199999999 40.745037, -74.00718199999999 40.740037, -74.00218199999999 40.740037))"
2259,2260,40.740037,40.745037,-74.00218199999999,-73.997182,"POLYGON ((-73.997182 40.740037, -73.997182 40.745037, -74.00218199999999 40.745037, -74.00218199999999 40.740037, -73.997182 40.740037))"
2260,2261,40.740037,40.745037,-73.997182,-73.99218199999999,"POLYGON ((-73.99218199999999 40.740037, -73.99218199999999 40.745037, -73.997182 40.745037, -73.997182 40.740037, -73.99218199999999 40.740037))"
2261,2262,40.740037,40.745037,-73.99218199999999,-73.98718199999999,"POLYGON ((-73.98718199999999 40.740037, -73.98718199999999 40.745037, -73.99218199999999 40.745037, -73.99218199999999 40.740037, -73.98718199999999 40.740037))"
2262,2263,40.740037,40.745037,-73.98718199999999,-73.982182,"POLYGON ((-73.982182 40.740037, -73.982182 40.745037, -73.98718199999999 40.745037, -73.98718199999999 40.740037, -73.982182 40.740037))"
2263,2264,40.740037,40.745037,-73.982182,-73.97718199999998,"POLYGON ((-73.97718199999998 40.740037, -73.97718199999998 40.745037, -73.982182 40.745037, -73.982182 40.740037, -73.97718199999998 40.740037))"
2264,2265,40.740037,40.745037,-73.97718199999998,-73.97218199999999,"POLYGON ((-73.97218199999999 40.740037, -73.97218199999999 40.745037, -73.97718199999998 40.745037, -73.97718199999998 40.740037, -73.97218199999999 40.740037))"
2265,2266,40.740037,40.745037,-73.97218199999999,-73.967182,"POLYGON ((-73.967182 40.740037, -73.967182 40.745037, -73.97218199999999 40.745037, -73.97218199999999 40.740037, -73.967182 40.740037))"
2266,2267,40.740037,40.745037,-73.967182,-73.96218199999998,"POLYGON ((-73.96218199999998 40.740037, -73.96218199999998 40.745037, -73.967182 40.745037, -73.967182 40.740037, -73.96218199999998 40.740037))"
2267,2268,40.740037,40.745037,-73.96218199999998,-73.95718199999999,"POLYGON ((-73.95718199999999 40.740037, -73.95718199999999 40.745037, -73.96218199999998 40.745037, -73.96218199999998 40.740037, -73.95718199999999 40.740037))"
2268,2269,40.740037,40.745037,-73.95718199999999,-73.952182,"POLYGON ((-73.952182 40.740037, -73.952182 40.745037, -73.95718199999999 40.745037, -73.95718199999999 40.740037, -73.952182 40.740037))"
2269,2270,40.740037,40.745037,-73.952182,-73.94718199999998,"POLYGON ((-73.94718199999998 40.740037, -73.94718199999998 40.745037, -73.952182 40.745037, -73.952182 40.740037, -73.94718199999998 40.740037))"
2270,2271,40.740037,40.745037,-73.94718199999998,-73.94218199999999,"POLYGON ((-73.94218199999999 40.740037, -73.94218199999999 40.745037, -73.94718199999998 40.745037, -73.94718199999998 40.740037, -73.94218199999999 40.740037))"
2271,2272,40.740037,40.745037,-73.94218199999999,-73.93718199999999,"POLYGON ((-73.93718199999999 40.740037, -73.93718199999999 40.745037, -73.94218199999999 40.745037, -73.94218199999999 40.740037, -73.93718199999999 40.740037))"
2272,2273,40.740037,40.745037,-73.93718199999999,-73.93218199999998,"POLYGON ((-73.93218199999998 40.740037, -73.93218199999998 40.745037, -73.93718199999999 40.745037, -73.93718199999999 40.740037, -73.93218199999998 40.740037))"
2273,2274,40.740037,40.745037,-73.93218199999998,-73.92718199999999,"POLYGON ((-73.92718199999999 40.740037, -73.92718199999999 40.745037, -73.93218199999998 40.745037, -73.93218199999998 40.740037, -73.92718199999999 40.740037))"
2274,2275,40.740037,40.745037,-73.92718199999999,-73.92218199999999,"POLYGON ((-73.92218199999999 40.740037, -73.92218199999999 40.745037, -73.92718199999999 40.745037, -73.92718199999999 40.740037, -73.92218199999999 40.740037))"
2275,2276,40.740037,40.745037,-73.92218199999999,-73.91718199999998,"POLYGON ((-73.91718199999998 40.740037, -73.91718199999998 40.745037, -73.92218199999999 40.745037, -73.92218199999999 40.740037, -73.91718199999998 40.740037))"
2276,2277,40.740037,40.745037,-73.91718199999998,-73.91218199999999,"POLYGON ((-73.91218199999999 40.740037, -73.91218199999999 40.745037, -73.91718199999998 40.745037, -73.91718199999998 40.740037, -73.91218199999999 40.740037))"
2277,2278,40.740037,40.745037,-73.91218199999999,-73.90718199999999,"POLYGON ((-73.90718199999999 40.740037, -73.90718199999999 40.745037, -73.91218199999999 40.745037, -73.91218199999999 40.740037, -73.90718199999999 40.740037))"
2278,2279,40.740037,40.745037,-73.90718199999999,-73.902182,"POLYGON ((-73.902182 40.740037, -73.902182 40.745037, -73.90718199999999 40.745037, -73.90718199999999 40.740037, -73.902182 40.740037))"
2279,2280,40.740037,40.745037,-73.902182,-73.89718199999999,"POLYGON ((-73.89718199999999 40.740037, -73.89718199999999 40.745037, -73.902182 40.745037, -73.902182 40.740037, -73.89718199999999 40.740037))"
2280,2281,40.740037,40.745037,-73.89718199999999,-73.89218199999999,"POLYGON ((-73.89218199999999 40.740037, -73.89218199999999 40.745037, -73.89718199999999 40.745037, -73.89718199999999 40.740037, -73.89218199999999 40.740037))"
2281,2282,40.740037,40.745037,-73.89218199999999,-73.887182,"POLYGON ((-73.887182 40.740037, -73.887182 40.745037, -73.89218199999999 40.745037, -73.89218199999999 40.740037, -73.887182 40.740037))"
2282,2283,40.740037,40.745037,-73.887182,-73.88218199999999,"POLYGON ((-73.88218199999999 40.740037, -73.88218199999999 40.745037, -73.887182 40.745037, -73.887182 40.740037, -73.88218199999999 40.740037))"
2283,2284,40.740037,40.745037,-73.88218199999999,-73.87718199999999,"POLYGON ((-73.87718199999999 40.740037, -73.87718199999999 40.745037, -73.88218199999999 40.745037, -73.88218199999999 40.740037, -73.87718199999999 40.740037))"
2284,2285,40.740037,40.745037,-73.87718199999999,-73.872182,"POLYGON ((-73.872182 40.740037, -73.872182 40.745037, -73.87718199999999 40.745037, -73.87718199999999 40.740037, -73.872182 40.740037))"
2285,2286,40.740037,40.745037,-73.872182,-73.86718199999999,"POLYGON ((-73.86718199999999 40.740037, -73.86718199999999 40.745037, -73.872182 40.745037, -73.872182 40.740037, -73.86718199999999 40.740037))"
2286,2287,40.740037,40.745037,-73.86718199999999,-73.86218199999999,"POLYGON ((-73.86218199999999 40.740037, -73.86218199999999 40.745037, -73.86718199999999 40.745037, -73.86718199999999 40.740037, -73.86218199999999 40.740037))"
2287,2288,40.740037,40.745037,-73.86218199999999,-73.857182,"POLYGON ((-73.857182 40.740037, -73.857182 40.745037, -73.86218199999999 40.745037, -73.86218199999999 40.740037, -73.857182 40.740037))"
2288,2289,40.740037,40.745037,-73.857182,-73.85218199999998,"POLYGON ((-73.85218199999998 40.740037, -73.85218199999998 40.745037, -73.857182 40.745037, -73.857182 40.740037, -73.85218199999998 40.740037))"
2289,2290,40.740037,40.745037,-73.85218199999998,-73.84718199999999,"POLYGON ((-73.84718199999999 40.740037, -73.84718199999999 40.745037, -73.85218199999998 40.745037, -73.85218199999998 40.740037, -73.84718199999999 40.740037))"
2290,2291,40.740037,40.745037,-73.84718199999999,-73.842182,"POLYGON ((-73.842182 40.740037, -73.842182 40.745037, -73.84718199999999 40.745037, -73.84718199999999 40.740037, -73.842182 40.740037))"
2291,2292,40.740037,40.745037,-73.842182,-73.83718199999998,"POLYGON ((-73.83718199999998 40.740037, -73.83718199999998 40.745037, -73.842182 40.745037, -73.842182 40.740037, -73.83718199999998 40.740037))"
2292,2293,40.740037,40.745037,-73.83718199999998,-73.83218199999999,"POLYGON ((-73.83218199999999 40.740037, -73.83218199999999 40.745037, -73.83718199999998 40.745037, -73.83718199999998 40.740037, -73.83218199999999 40.740037))"
2293,2294,40.740037,40.745037,-73.83218199999999,-73.827182,"POLYGON ((-73.827182 40.740037, -73.827182 40.745037, -73.83218199999999 40.745037, -73.83218199999999 40.740037, -73.827182 40.740037))"
2294,2295,40.740037,40.745037,-73.827182,-73.82218199999998,"POLYGON ((-73.82218199999998 40.740037, -73.82218199999998 40.745037, -73.827182 40.745037, -73.827182 40.740037, -73.82218199999998 40.740037))"
2295,2296,40.740037,40.745037,-73.82218199999998,-73.81718199999999,"POLYGON ((-73.81718199999999 40.740037, -73.81718199999999 40.745037, -73.82218199999998 40.745037, -73.82218199999998 40.740037, -73.81718199999999 40.740037))"
2296,2297,40.740037,40.745037,-73.81718199999999,-73.81218199999999,"POLYGON ((-73.81218199999999 40.740037, -73.81218199999999 40.745037, -73.81718199999999 40.745037, -73.81718199999999 40.740037, -73.81218199999999 40.740037))"
2297,2298,40.740037,40.745037,-73.81218199999999,-73.80718199999998,"POLYGON ((-73.80718199999998 40.740037, -73.80718199999998 40.745037, -73.81218199999999 40.745037, -73.81218199999999 40.740037, -73.80718199999998 40.740037))"
2301,2302,40.740037,40.745037,-73.79218199999998,-73.78718199999999,"POLYGON ((-73.78718199999999 40.740037, -73.78718199999999 40.745037, -73.79218199999998 40.745037, -73.79218199999998 40.740037, -73.78718199999999 40.740037))"
2302,2303,40.740037,40.745037,-73.78718199999999,-73.78218199999999,"POLYGON ((-73.78218199999999 40.740037, -73.78218199999999 40.745037, -73.78718199999999 40.745037, -73.78718199999999 40.740037, -73.78218199999999 40.740037))"
2303,2304,40.740037,40.745037,-73.78218199999999,-73.777182,"POLYGON ((-73.777182 40.740037, -73.777182 40.745037, -73.78218199999999 40.745037, -73.78218199999999 40.740037, -73.777182 40.740037))"
2306,2307,40.740037,40.745037,-73.76718199999999,-73.762182,"POLYGON ((-73.762182 40.740037, -73.762182 40.745037, -73.76718199999999 40.745037, -73.76718199999999 40.740037, -73.762182 40.740037))"
2312,2313,40.740037,40.745037,-73.73718199999999,-73.732182,"POLYGON ((-73.732182 40.740037, -73.732182 40.745037, -73.73718199999999 40.745037, -73.73718199999999 40.740037, -73.732182 40.740037))"
2315,2316,40.740037,40.745037,-73.72218199999999,-73.717182,"POLYGON ((-73.717182 40.740037, -73.717182 40.745037, -73.72218199999999 40.745037, -73.72218199999999 40.740037, -73.717182 40.740037))"
2317,2318,40.740037,40.745037,-73.71218199999998,-73.70718199999999,"POLYGON ((-73.70718199999999 40.740037, -73.70718199999999 40.745037, -73.71218199999998 40.745037, -73.71218199999998 40.740037, -73.70718199999999 40.740037))"
2320,2321,40.745037,40.750037,-74.09718199999999,-74.092182,"POLYGON ((-74.092182 40.745037, -74.092182 40.750037, -74.09718199999999 40.750037, -74.09718199999999 40.745037, -74.092182 40.745037))"
2321,2322,40.745037,40.750037,-74.092182,-74.08718199999998,"POLYGON ((-74.08718199999998 40.745037, -74.08718199999998 40.750037, -74.092182 40.750037, -74.092182 40.745037, -74.08718199999998 40.745037))"
2322,2323,40.745037,40.750037,-74.08718199999998,-74.08218199999999,"POLYGON ((-74.08218199999999 40.745037, -74.08218199999999 40.750037, -74.08718199999998 40.750037, -74.08718199999998 40.745037, -74.08218199999999 40.745037))"
2327,2328,40.745037,40.750037,-74.06218199999999,-74.05718199999998,"POLYGON ((-74.05718199999998 40.745037, -74.05718199999998 40.750037, -74.06218199999999 40.750037, -74.06218199999999 40.745037, -74.05718199999998 40.745037))"
2330,2331,40.745037,40.750037,-74.04718199999999,-74.04218199999998,"POLYGON ((-74.04218199999998 40.745037, -74.04218199999998 40.750037, -74.04718199999999 40.750037, -74.04718199999999 40.745037, -74.04218199999998 40.745037))"
2331,2332,40.745037,40.750037,-74.04218199999998,-74.03718199999999,"POLYGON ((-74.03718199999999 40.745037, -74.03718199999999 40.750037, -74.04218199999998 40.750037, -74.04218199999998 40.745037, -74.03718199999999 40.745037))"
2332,2333,40.745037,40.750037,-74.03718199999999,-74.03218199999999,"POLYGON ((-74.03218199999999 40.745037, -74.03218199999999 40.750037, -74.03718199999999 40.750037, -74.03718199999999 40.745037, -74.03218199999999 40.745037))"
2333,2334,40.745037,40.750037,-74.03218199999999,-74.027182,"POLYGON ((-74.027182 40.745037, -74.027182 40.750037, -74.03218199999999 40.750037, -74.03218199999999 40.745037, -74.027182 40.745037))"
2334,2335,40.745037,40.750037,-74.027182,-74.02218199999999,"POLYGON ((-74.02218199999999 40.745037, -74.02218199999999 40.750037, -74.027182 40.750037, -74.027182 40.745037, -74.02218199999999 40.745037))"
2335,2336,40.745037,40.750037,-74.02218199999999,-74.01718199999999,"POLYGON ((-74.01718199999999 40.745037, -74.01718199999999 40.750037, -74.02218199999999 40.750037, -74.02218199999999 40.745037, -74.01718199999999 40.745037))"
2336,2337,40.745037,40.750037,-74.01718199999999,-74.012182,"POLYGON ((-74.012182 40.745037, -74.012182 40.750037, -74.01718199999999 40.750037, -74.01718199999999 40.745037, -74.012182 40.745037))"
2337,2338,40.745037,40.750037,-74.012182,-74.00718199999999,"POLYGON ((-74.00718199999999 40.745037, -74.00718199999999 40.750037, -74.012182 40.750037, -74.012182 40.745037, -74.00718199999999 40.745037))"
2338,2339,40.745037,40.750037,-74.00718199999999,-74.00218199999999,"POLYGON ((-74.00218199999999 40.745037, -74.00218199999999 40.750037, -74.00718199999999 40.750037, -74.00718199999999 40.745037, -74.00218199999999 40.745037))"
2339,2340,40.745037,40.750037,-74.00218199999999,-73.997182,"POLYGON ((-73.997182 40.745037, -73.997182 40.750037, -74.00218199999999 40.750037, -74.00218199999999 40.745037, -73.997182 40.745037))"
2340,2341,40.745037,40.750037,-73.997182,-73.99218199999999,"POLYGON ((-73.99218199999999 40.745037, -73.99218199999999 40.750037, -73.997182 40.750037, -73.997182 40.745037, -73.99218199999999 40.745037))"
2341,2342,40.745037,40.750037,-73.99218199999999,-73.98718199999999,"POLYGON ((-73.98718199999999 40.745037, -73.98718199999999 40.750037, -73.99218199999999 40.750037, -73.99218199999999 40.745037, -73.98718199999999 40.745037))"
2342,2343,40.745037,40.750037,-73.98718199999999,-73.982182,"POLYGON ((-73.982182 40.745037, -73.982182 40.750037, -73.98718199999999 40.750037, -73.98718199999999 40.745037, -73.982182 40.745037))"
2343,2344,40.745037,40.750037,-73.982182,-73.97718199999998,"POLYGON ((-73.97718199999998 40.745037, -73.97718199999998 40.750037, -73.982182 40.750037, -73.982182 40.745037, -73.97718199999998 40.745037))"
2344,2345,40.745037,40.750037,-73.97718199999998,-73.97218199999999,"POLYGON ((-73.97218199999999 40.745037, -73.97218199999999 40.750037, -73.97718199999998 40.750037, -73.97718199999998 40.745037, -73.97218199999999 40.745037))"
2345,2346,40.745037,40.750037,-73.97218199999999,-73.967182,"POLYGON ((-73.967182 40.745037, -73.967182 40.750037, -73.97218199999999 40.750037, -73.97218199999999 40.745037, -73.967182 40.745037))"
2346,2347,40.745037,40.750037,-73.967182,-73.96218199999998,"POLYGON ((-73.96218199999998 40.745037, -73.96218199999998 40.750037, -73.967182 40.750037, -73.967182 40.745037, -73.96218199999998 40.745037))"
2347,2348,40.745037,40.750037,-73.96218199999998,-73.95718199999999,"POLYGON ((-73.95718199999999 40.745037, -73.95718199999999 40.750037, -73.96218199999998 40.750037, -73.96218199999998 40.745037, -73.95718199999999 40.745037))"
2348,2349,40.745037,40.750037,-73.95718199999999,-73.952182,"POLYGON ((-73.952182 40.745037, -73.952182 40.750037, -73.95718199999999 40.750037, -73.95718199999999 40.745037, -73.952182 40.745037))"
2349,2350,40.745037,40.750037,-73.952182,-73.94718199999998,"POLYGON ((-73.94718199999998 40.745037, -73.94718199999998 40.750037, -73.952182 40.750037, -73.952182 40.745037, -73.94718199999998 40.745037))"
2350,2351,40.745037,40.750037,-73.94718199999998,-73.94218199999999,"POLYGON ((-73.94218199999999 40.745037, -73.94218199999999 40.750037, -73.94718199999998 40.750037, -73.94718199999998 40.745037, -73.94218199999999 40.745037))"
2351,2352,40.745037,40.750037,-73.94218199999999,-73.93718199999999,"POLYGON ((-73.93718199999999 40.745037, -73.93718199999999 40.750037, -73.94218199999999 40.750037, -73.94218199999999 40.745037, -73.93718199999999 40.745037))"
2352,2353,40.745037,40.750037,-73.93718199999999,-73.93218199999998,"POLYGON ((-73.93218199999998 40.745037, -73.93218199999998 40.750037, -73.93718199999999 40.750037, -73.93718199999999 40.745037, -73.93218199999998 40.745037))"
2353,2354,40.745037,40.750037,-73.93218199999998,-73.92718199999999,"POLYGON ((-73.92718199999999 40.745037, -73.92718199999999 40.750037, -73.93218199999998 40.750037, -73.93218199999998 40.745037, -73.92718199999999 40.745037))"
2354,2355,40.745037,40.750037,-73.92718199999999,-73.92218199999999,"POLYGON ((-73.92218199999999 40.745037, -73.92218199999999 40.750037, -73.92718199999999 40.750037, -73.92718199999999 40.745037, -73.92218199999999 40.745037))"
2355,2356,40.745037,40.750037,-73.92218199999999,-73.91718199999998,"POLYGON ((-73.91718199999998 40.745037, -73.91718199999998 40.750037, -73.92218199999999 40.750037, -73.92218199999999 40.745037, -73.91718199999998 40.745037))"
2356,2357,40.745037,40.750037,-73.91718199999998,-73.91218199999999,"POLYGON ((-73.91218199999999 40.745037, -73.91218199999999 40.750037, -73.91718199999998 40.750037, -73.91718199999998 40.745037, -73.91218199999999 40.745037))"
2357,2358,40.745037,40.750037,-73.91218199999999,-73.90718199999999,"POLYGON ((-73.90718199999999 40.745037, -73.90718199999999 40.750037, -73.91218199999999 40.750037, -73.91218199999999 40.745037, -73.90718199999999 40.745037))"
2358,2359,40.745037,40.750037,-73.90718199999999,-73.902182,"POLYGON ((-73.902182 40.745037, -73.902182 40.750037, -73.90718199999999 40.750037, -73.90718199999999 40.745037, -73.902182 40.745037))"
2359,2360,40.745037,40.750037,-73.902182,-73.89718199999999,"POLYGON ((-73.89718199999999 40.745037, -73.89718199999999 40.750037, -73.902182 40.750037, -73.902182 40.745037, -73.89718199999999 40.745037))"
2360,2361,40.745037,40.750037,-73.89718199999999,-73.89218199999999,"POLYGON ((-73.89218199999999 40.745037, -73.89218199999999 40.750037, -73.89718199999999 40.750037, -73.89718199999999 40.745037, -73.89218199999999 40.745037))"
2361,2362,40.745037,40.750037,-73.89218199999999,-73.887182,"POLYGON ((-73.887182 40.745037, -73.887182 40.750037, -73.89218199999999 40.750037, -73.89218199999999 40.745037, -73.887182 40.745037))"
2362,2363,40.745037,40.750037,-73.887182,-73.88218199999999,"POLYGON ((-73.88218199999999 40.745037, -73.88218199999999 40.750037, -73.887182 40.750037, -73.887182 40.745037, -73.88218199999999 40.745037))"
2363,2364,40.745037,40.750037,-73.88218199999999,-73.87718199999999,"POLYGON ((-73.87718199999999 40.745037, -73.87718199999999 40.750037, -73.88218199999999 40.750037, -73.88218199999999 40.745037, -73.87718199999999 40.745037))"
2364,2365,40.745037,40.750037,-73.87718199999999,-73.872182,"POLYGON ((-73.872182 40.745037, -73.872182 40.750037, -73.87718199999999 40.750037, -73.87718199999999 40.745037, -73.872182 40.745037))"
2365,2366,40.745037,40.750037,-73.872182,-73.86718199999999,"POLYGON ((-73.86718199999999 40.745037, -73.86718199999999 40.750037, -73.872182 40.750037, -73.872182 40.745037, -73.86718199999999 40.745037))"
2366,2367,40.745037,40.750037,-73.86718199999999,-73.86218199999999,"POLYGON ((-73.86218199999999 40.745037, -73.86218199999999 40.750037, -73.86718199999999 40.750037, -73.86718199999999 40.745037, -73.86218199999999 40.745037))"
2367,2368,40.745037,40.750037,-73.86218199999999,-73.857182,"POLYGON ((-73.857182 40.745037, -73.857182 40.750037, -73.86218199999999 40.750037, -73.86218199999999 40.745037, -73.857182 40.745037))"
2368,2369,40.745037,40.750037,-73.857182,-73.85218199999998,"POLYGON ((-73.85218199999998 40.745037, -73.85218199999998 40.750037, -73.857182 40.750037, -73.857182 40.745037, -73.85218199999998 40.745037))"
2369,2370,40.745037,40.750037,-73.85218199999998,-73.84718199999999,"POLYGON ((-73.84718199999999 40.745037, -73.84718199999999 40.750037, -73.85218199999998 40.750037, -73.85218199999998 40.745037, -73.84718199999999 40.745037))"
2371,2372,40.745037,40.750037,-73.842182,-73.83718199999998,"POLYGON ((-73.83718199999998 40.745037, -73.83718199999998 40.750037, -73.842182 40.750037, -73.842182 40.745037, -73.83718199999998 40.745037))"
2372,2373,40.745037,40.750037,-73.83718199999998,-73.83218199999999,"POLYGON ((-73.83218199999999 40.745037, -73.83218199999999 40.750037, -73.83718199999998 40.750037, -73.83718199999998 40.745037, -73.83218199999999 40.745037))"
2373,2374,40.745037,40.750037,-73.83218199999999,-73.827182,"POLYGON ((-73.827182 40.745037, -73.827182 40.750037, -73.83218199999999 40.750037, -73.83218199999999 40.745037, -73.827182 40.745037))"
2374,2375,40.745037,40.750037,-73.827182,-73.82218199999998,"POLYGON ((-73.82218199999998 40.745037, -73.82218199999998 40.750037, -73.827182 40.750037, -73.827182 40.745037, -73.82218199999998 40.745037))"
2376,2377,40.745037,40.750037,-73.81718199999999,-73.81218199999999,"POLYGON ((-73.81218199999999 40.745037, -73.81218199999999 40.750037, -73.81718199999999 40.750037, -73.81718199999999 40.745037, -73.81218199999999 40.745037))"
2380,2381,40.745037,40.750037,-73.79718199999999,-73.79218199999998,"POLYGON ((-73.79218199999998 40.745037, -73.79218199999998 40.750037, -73.79718199999999 40.750037, -73.79718199999999 40.745037, -73.79218199999998 40.745037))"
2382,2383,40.745037,40.750037,-73.78718199999999,-73.78218199999999,"POLYGON ((-73.78218199999999 40.745037, -73.78218199999999 40.750037, -73.78718199999999 40.750037, -73.78718199999999 40.745037, -73.78218199999999 40.745037))"
2383,2384,40.745037,40.750037,-73.78218199999999,-73.777182,"POLYGON ((-73.777182 40.745037, -73.777182 40.750037, -73.78218199999999 40.750037, -73.78218199999999 40.745037, -73.777182 40.745037))"
2385,2386,40.745037,40.750037,-73.77218199999999,-73.76718199999999,"POLYGON ((-73.76718199999999 40.745037, -73.76718199999999 40.750037, -73.77218199999999 40.750037, -73.77218199999999 40.745037, -73.76718199999999 40.745037))"
2388,2389,40.745037,40.750037,-73.75718199999999,-73.75218199999999,"POLYGON ((-73.75218199999999 40.745037, -73.75218199999999 40.750037, -73.75718199999999 40.750037, -73.75718199999999 40.745037, -73.75218199999999 40.745037))"
2389,2390,40.745037,40.750037,-73.75218199999999,-73.747182,"POLYGON ((-73.747182 40.745037, -73.747182 40.750037, -73.75218199999999 40.750037, -73.75218199999999 40.745037, -73.747182 40.745037))"
2396,2397,40.745037,40.750037,-73.717182,-73.71218199999998,"POLYGON ((-73.71218199999998 40.745037, -73.71218199999998 40.750037, -73.717182 40.750037, -73.717182 40.745037, -73.71218199999998 40.745037))"
2401,2402,40.750037,40.755037,-74.092182,-74.08718199999998,"POLYGON ((-74.08718199999998 40.750037, -74.08718199999998 40.755037, -74.092182 40.755037, -74.092182 40.750037, -74.08718199999998 40.750037))"
2403,2404,40.750037,40.755037,-74.08218199999999,-74.077182,"POLYGON ((-74.077182 40.750037, -74.077182 40.755037, -74.08218199999999 40.755037, -74.08218199999999 40.750037, -74.077182 40.750037))"
2408,2409,40.750037,40.755037,-74.05718199999998,-74.05218199999999,"POLYGON ((-74.05218199999999 40.750037, -74.05218199999999 40.755037, -74.05718199999998 40.755037, -74.05718199999998 40.750037, -74.05218199999999 40.750037))"
2411,2412,40.750037,40.755037,-74.04218199999998,-74.03718199999999,"POLYGON ((-74.03718199999999 40.750037, -74.03718199999999 40.755037, -74.04218199999998 40.755037, -74.04218199999998 40.750037, -74.03718199999999 40.750037))"
2412,2413,40.750037,40.755037,-74.03718199999999,-74.03218199999999,"POLYGON ((-74.03218199999999 40.750037, -74.03218199999999 40.755037, -74.03718199999999 40.755037, -74.03718199999999 40.750037, -74.03218199999999 40.750037))"
2413,2414,40.750037,40.755037,-74.03218199999999,-74.027182,"POLYGON ((-74.027182 40.750037, -74.027182 40.755037, -74.03218199999999 40.755037, -74.03218199999999 40.750037, -74.027182 40.750037))"
2414,2415,40.750037,40.755037,-74.027182,-74.02218199999999,"POLYGON ((-74.02218199999999 40.750037, -74.02218199999999 40.755037, -74.027182 40.755037, -74.027182 40.750037, -74.02218199999999 40.750037))"
2415,2416,40.750037,40.755037,-74.02218199999999,-74.01718199999999,"POLYGON ((-74.01718199999999 40.750037, -74.01718199999999 40.755037, -74.02218199999999 40.755037, -74.02218199999999 40.750037, -74.01718199999999 40.750037))"
2416,2417,40.750037,40.755037,-74.01718199999999,-74.012182,"POLYGON ((-74.012182 40.750037, -74.012182 40.755037, -74.01718199999999 40.755037, -74.01718199999999 40.750037, -74.012182 40.750037))"
2417,2418,40.750037,40.755037,-74.012182,-74.00718199999999,"POLYGON ((-74.00718199999999 40.750037, -74.00718199999999 40.755037, -74.012182 40.755037, -74.012182 40.750037, -74.00718199999999 40.750037))"
2418,2419,40.750037,40.755037,-74.00718199999999,-74.00218199999999,"POLYGON ((-74.00218199999999 40.750037, -74.00218199999999 40.755037, -74.00718199999999 40.755037, -74.00718199999999 40.750037, -74.00218199999999 40.750037))"
2419,2420,40.750037,40.755037,-74.00218199999999,-73.997182,"POLYGON ((-73.997182 40.750037, -73.997182 40.755037, -74.00218199999999 40.755037, -74.00218199999999 40.750037, -73.997182 40.750037))"
2420,2421,40.750037,40.755037,-73.997182,-73.99218199999999,"POLYGON ((-73.99218199999999 40.750037, -73.99218199999999 40.755037, -73.997182 40.755037, -73.997182 40.750037, -73.99218199999999 40.750037))"
2421,2422,40.750037,40.755037,-73.99218199999999,-73.98718199999999,"POLYGON ((-73.98718199999999 40.750037, -73.98718199999999 40.755037, -73.99218199999999 40.755037, -73.99218199999999 40.750037, -73.98718199999999 40.750037))"
2422,2423,40.750037,40.755037,-73.98718199999999,-73.982182,"POLYGON ((-73.982182 40.750037, -73.982182 40.755037, -73.98718199999999 40.755037, -73.98718199999999 40.750037, -73.982182 40.750037))"
2423,2424,40.750037,40.755037,-73.982182,-73.97718199999998,"POLYGON ((-73.97718199999998 40.750037, -73.97718199999998 40.755037, -73.982182 40.755037, -73.982182 40.750037, -73.97718199999998 40.750037))"
2424,2425,40.750037,40.755037,-73.97718199999998,-73.97218199999999,"POLYGON ((-73.97218199999999 40.750037, -73.97218199999999 40.755037, -73.97718199999998 40.755037, -73.97718199999998 40.750037, -73.97218199999999 40.750037))"
2425,2426,40.750037,40.755037,-73.97218199999999,-73.967182,"POLYGON ((-73.967182 40.750037, -73.967182 40.755037, -73.97218199999999 40.755037, -73.97218199999999 40.750037, -73.967182 40.750037))"
2426,2427,40.750037,40.755037,-73.967182,-73.96218199999998,"POLYGON ((-73.96218199999998 40.750037, -73.96218199999998 40.755037, -73.967182 40.755037, -73.967182 40.750037, -73.96218199999998 40.750037))"
