,quad_id,lat,lat2,lon,lon2,geometry
1086,1087,40.665037,40.670037,-73.86718199999999,-73.86218199999999,"POLYGON ((-73.86218199999999 40.665037, -73.86218199999999 40.670037, -73.86718199999999 40.670037, -73.86718199999999 40.665037, -73.86218199999999 40.665037))"
1087,1088,40.665037,40.670037,-73.86218199999999,-73.857182,"POLYGON ((-73.857182 40.665037, -73.857182 40.670037, -73.86218199999999 40.670037, -73.86218199999999 40.665037, -73.857182 40.665037))"
1088,1089,40.665037,40.670037,-73.857182,-73.85218199999998,"POLYGON ((-73.85218199999998 40.665037, -73.85218199999998 40.670037, -73.857182 40.670037, -73.857182 40.665037, -73.85218199999998 40.665037))"
1089,1090,40.665037,40.670037,-73.85218199999998,-73.84718199999999,"POLYGON ((-73.84718199999999 40.665037, -73.84718199999999 40.670037, -73.85218199999998 40.670037, -73.85218199999998 40.665037, -73.84718199999999 40.665037))"
1090,1091,40.665037,40.670037,-73.84718199999999,-73.842182,"POLYGON ((-73.842182 40.665037, -73.842182 40.670037, -73.84718199999999 40.670037, -73.84718199999999 40.665037, -73.842182 40.665037))"
1091,1092,40.665037,40.670037,-73.842182,-73.83718199999998,"POLYGON ((-73.83718199999998 40.665037, -73.83718199999998 40.670037, -73.842182 40.670037, -73.842182 40.665037, -73.83718199999998 40.665037))"
1092,1093,40.665037,40.670037,-73.83718199999998,-73.83218199999999,"POLYGON ((-73.83218199999999 40.665037, -73.83218199999999 40.670037, -73.83718199999998 40.670037, -73.83718199999998 40.665037, -73.83218199999999 40.665037))"
1094,1095,40.665037,40.670037,-73.827182,-73.82218199999998,"POLYGON ((-73.82218199999998 40.665037, -73.82218199999998 40.670037, -73.827182 40.670037, -73.827182 40.665037, -73.82218199999998 40.665037))"
1095,1096,40.665037,40.670037,-73.82218199999998,-73.81718199999999,"POLYGON ((-73.81718199999999 40.665037, -73.81718199999999 40.670037, -73.82218199999998 40.670037, -73.82218199999998 40.665037, -73.81718199999999 40.665037))"
1097,1098,40.665037,40.670037,-73.81218199999999,-73.80718199999998,"POLYGON ((-73.80718199999998 40.665037, -73.80718199999998 40.670037, -73.81218199999999 40.670037, -73.81218199999999 40.665037, -73.80718199999998 40.665037))"
1098,1099,40.665037,40.670037,-73.80718199999998,-73.80218199999999,"POLYGON ((-73.80218199999999 40.665037, -73.80218199999999 40.670037, -73.80718199999998 40.670037, -73.80718199999998 40.665037, -73.80218199999999 40.665037))"
1099,1100,40.665037,40.670037,-73.80218199999999,-73.79718199999999,"POLYGON ((-73.79718199999999 40.665037, -73.79718199999999 40.670037, -73.80218199999999 40.670037, -73.80218199999999 40.665037, -73.79718199999999 40.665037))"
1100,1101,40.665037,40.670037,-73.79718199999999,-73.79218199999998,"POLYGON ((-73.79218199999998 40.665037, -73.79218199999998 40.670037, -73.79718199999999 40.670037, -73.79718199999999 40.665037, -73.79218199999998 40.665037))"
1101,1102,40.665037,40.670037,-73.79218199999998,-73.78718199999999,"POLYGON ((-73.78718199999999 40.665037, -73.78718199999999 40.670037, -73.79218199999998 40.670037, -73.79218199999998 40.665037, -73.78718199999999 40.665037))"
1102,1103,40.665037,40.670037,-73.78718199999999,-73.78218199999999,"POLYGON ((-73.78218199999999 40.665037, -73.78218199999999 40.670037, -73.78718199999999 40.670037, -73.78718199999999 40.665037, -73.78218199999999 40.665037))"
1103,1104,40.665037,40.670037,-73.78218199999999,-73.777182,"POLYGON ((-73.777182 40.665037, -73.777182 40.670037, -73.78218199999999 40.670037, -73.78218199999999 40.665037, -73.777182 40.665037))"
1106,1107,40.665037,40.670037,-73.76718199999999,-73.762182,"POLYGON ((-73.762182 40.665037, -73.762182 40.670037, -73.76718199999999 40.670037, -73.76718199999999 40.665037, -73.762182 40.665037))"
1107,1108,40.665037,40.670037,-73.762182,-73.75718199999999,"POLYGON ((-73.75718199999999 40.665037, -73.75718199999999 40.670037, -73.762182 40.670037, -73.762182 40.665037, -73.75718199999999 40.665037))"
1108,1109,40.665037,40.670037,-73.75718199999999,-73.75218199999999,"POLYGON ((-73.75218199999999 40.665037, -73.75218199999999 40.670037, -73.75718199999999 40.670037, -73.75718199999999 40.665037, -73.75218199999999 40.665037))"
1112,1113,40.665037,40.670037,-73.73718199999999,-73.732182,"POLYGON ((-73.732182 40.665037, -73.732182 40.670037, -73.73718199999999 40.670037, -73.73718199999999 40.665037, -73.732182 40.665037))"
1113,1114,40.665037,40.670037,-73.732182,-73.72718199999998,"POLYGON ((-73.72718199999998 40.665037, -73.72718199999998 40.670037, -73.732182 40.670037, -73.732182 40.665037, -73.72718199999998 40.665037))"
1126,1127,40.670037,40.675037,-74.06718199999999,-74.06218199999999,"POLYGON ((-74.06218199999999 40.670037, -74.06218199999999 40.675037, -74.06718199999999 40.675037, -74.06718199999999 40.670037, -74.06218199999999 40.670037))"
1128,1129,40.670037,40.675037,-74.05718199999998,-74.05218199999999,"POLYGON ((-74.05218199999999 40.670037, -74.05218199999999 40.675037, -74.05718199999998 40.675037, -74.05718199999998 40.670037, -74.05218199999999 40.670037))"
